nameWithOwner,stargazerCount,createdAt,pullRequests,releases,pushedAt,primaryLanguage,closedIssues,totalIssues
xyflow/xyflow,38077,2019-07-15T14:47:30Z,1602,384,2026-08-20T21:32:10Z,TypeScript,2324,2413
harness/harness,38051,2014-02-07T07:54:44Z,1060,59,2026-08-20T13:39:18Z,Go,1940,2034
docker/compose,38049,2013-12-09T11:40:58Z,3984,284,2026-08-20T17:15:19Z,Go,8329,8392
PostHog/posthog,37997,2020-01-23T22:46:58Z,54916,914,2026-08-21T00:33:32Z,Python,7106,10506
hyprwm/Hyprland,37989,2022-03-16T19:49:13Z,2930,117,2026-08-20T15:24:02Z,C++,7666,7718
Wei-Shaw/sub2api,37833,2025-12-18T02:26:18Z,1456,39,2026-08-20T15:41:06Z,Go,957,3057
vlang/v,37797,2019-02-08T02:57:06Z,13800,304,2026-08-20T23:24:37Z,V,10723,10765
FreeCodeCampChina/freecodecamp.cn,37773,2016-09-30T03:13:43Z,55,0,2023-07-16T16:48:59Z,CSS,445,588
servo/servo,37748,2012-02-08T19:07:25Z,25777,13,2026-08-21T00:30:43Z,Rust,13432,16355
anthropics/prompt-eng-interactive-tutorial,37733,2024-04-02T15:52:00Z,1,0,2026-03-01T17:07:40Z,Jupyter Notebook,4,42
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37708,2023-03-27T09:59:10Z,0,8,2026-08-04T07:47:32Z,Python,1483,2050
denysdovhan/wtfjs,37674,2017-07-14T15:42:12Z,127,25,2026-07-03T09:48:44Z,JavaScript,96,119
TencentARC/GFPGAN,37656,2021-03-19T06:18:20Z,14,8,2024-07-26T18:44:02Z,Python,135,510
NervJS/taro,37646,2018-04-08T09:32:26Z,3498,211,2026-08-20T09:45:59Z,TypeScript,12079,13572
shiyu-coder/Kronos,37645,2025-07-01T02:54:32Z,19,0,2026-04-13T12:38:49Z,Python,85,291
fengdu78/Coursera-ML-AndrewNg-Notes,37598,2017-11-04T10:04:08Z,14,0,2025-08-25T04:02:38Z,HTML,15,70
aquasecurity/trivy,37530,2019-04-11T01:01:07Z,3715,92,2026-08-20T14:52:27Z,Go,2952,3118
TriliumNext/Trilium,37523,2017-05-23T00:30:20Z,3195,354,2026-08-21T00:28:50Z,TypeScript,4976,5582
karpathy/LLM101n,37506,2024-05-27T00:23:38Z,0,0,2024-08-01T01:20:33Z,,0,0
alibaba/arthas,37495,2018-08-29T17:15:57Z,626,78,2026-08-14T02:31:32Z,Java,1772,2163
alebcay/awesome-shell,37472,2014-07-07T01:57:42Z,307,0,2025-08-28T14:40:51Z,,23,64
directus/directus,37459,2012-12-12T01:35:36Z,9183,372,2026-08-20T20:56:47Z,TypeScript,9648,9996
stanfordnlp/dspy,37458,2023-01-09T21:01:51Z,1713,110,2026-08-20T21:24:45Z,Python,1343,1659
PKUanonym/REKCARC-TSC-UHT,37438,2019-04-05T03:31:23Z,198,0,2026-07-19T14:30:25Z,HTML,33,37
LAION-AI/Open-Assistant,37407,2022-12-13T05:24:17Z,1616,127,2024-08-17T01:55:35Z,Python,1420,1648
pbatard/rufus,37375,2011-11-19T19:12:05Z,1,90,2026-08-03T11:33:58Z,C,2688,2698
exacity/deeplearningbook-chinese,37361,2016-12-07T11:46:51Z,16,7,2019-12-03T04:25:44Z,TeX,139,204
eugenp/tutorials,37323,2013-04-29T18:26:36Z,13834,0,2026-08-18T20:04:28Z,Java,778,792
openai/gym,37240,2016-04-27T14:59:16Z,1000,19,2026-03-26T23:13:27Z,Python,1725,1838
0voice/interview_internal_reference,37237,2019-06-10T06:54:19Z,35,0,2025-10-22T09:39:06Z,Python,19,51
myshell-ai/OpenVoice,37163,2023-11-29T12:17:01Z,18,0,2025-04-19T16:00:00Z,Python,75,359
SagerNet/sing-box,37158,2022-06-30T13:27:22Z,210,584,2026-08-20T05:35:00Z,Go,3021,3288
lfnovo/open-notebook,37156,2024-10-21T17:58:46Z,460,42,2026-08-16T14:51:59Z,TypeScript,471,577
IceWhaleTech/CasaOS,37107,2021-09-26T02:33:09Z,275,97,2025-08-06T08:54:04Z,Go,904,1722
huggingface/pytorch-image-models,37075,2019-02-02T05:51:12Z,560,78,2026-08-20T20:45:53Z,Python,994,1036
markedjs/marked,37068,2011-07-24T13:15:51Z,1740,179,2026-08-18T16:36:02Z,JavaScript,1677,1685
satwikkansal/wtfpython,37058,2017-08-28T20:22:19Z,113,2,2026-01-13T19:49:12Z,Python,158,226
patchy631/ai-engineering-hub,37055,2024-10-21T10:43:24Z,68,0,2026-07-27T18:43:06Z,Jupyter Notebook,28,51
fastify/fastify,37015,2016-09-28T19:10:14Z,3450,323,2026-08-21T00:23:15Z,JavaScript,2133,2184
mouredev/Hello-Python,37014,2022-08-03T17:14:53Z,0,0,2025-08-11T12:00:01Z,Python,404,444
Textualize/textual,36986,2021-04-08T15:24:47Z,2311,223,2026-07-11T06:02:34Z,Python,2202,2435
AobingJava/JavaFamily,36976,2019-11-12T04:26:18Z,2,0,2025-11-03T12:37:27Z,,60,66
soxoj/maigret,36920,2020-06-27T14:16:42Z,1071,29,2026-08-20T20:23:18Z,Python,1578,1589
babysor/MockingBird,36911,2021-08-07T03:53:39Z,82,1,2026-03-03T14:59:58Z,Python,414,891
CopilotKit/CopilotKit,36909,2023-06-19T04:08:31Z,3925,1000,2026-08-21T00:27:16Z,TypeScript,1106,1230
blader/humanizer,36859,2026-01-18T05:30:15Z,25,4,2026-08-19T05:58:53Z,Python,89,97
musistudio/claude-code-router,36775,2025-02-25T02:17:18Z,77,22,2026-08-20T08:46:00Z,TypeScript,392,1294
ashishpatel26/500-AI-Agents-Projects,36765,2024-12-20T13:37:15Z,17,0,2026-07-27T05:40:40Z,Python,10,46
shadowsocks/shadowsocks-android,36758,2012-12-16T13:40:29Z,258,186,2026-08-09T11:06:54Z,Kotlin,2458,2526
Dokploy/dokploy,36744,2024-04-19T07:49:30Z,1681,170,2026-08-20T15:55:01Z,TypeScript,1640,2130
google-ai-edge/mediapipe,36677,2019-06-13T19:16:41Z,201,67,2026-08-20T20:44:16Z,C++,5315,5666
veggiemonk/awesome-docker,36674,2014-09-21T17:01:48Z,1057,1,2026-08-19T15:33:40Z,,151,155
ZuodaoTech/everyone-can-use-english,36671,2019-03-15T16:33:53Z,464,48,2026-06-29T09:40:15Z,TypeScript,383,505
microsoft/Data-Science-For-Beginners,36667,2021-03-03T16:30:15Z,497,0,2026-08-20T01:11:34Z,Jupyter Notebook,137,138
HKUDS/DeepTutor,36654,2025-12-28T15:35:54Z,292,69,2026-08-20T06:18:04Z,Python,299,374
jaywcjlove/linux-command,36634,2016-11-12T15:44:26Z,377,32,2026-08-11T18:01:06Z,Markdown,139,212
date-fns/date-fns,36632,2014-10-06T10:24:22Z,1073,127,2026-08-10T08:47:59Z,TypeScript,1390,2055
typeorm/typeorm,36631,2016-02-29T07:41:14Z,2669,45,2026-08-13T06:47:32Z,TypeScript,8195,8637
khoj-ai/khoj,36608,2021-08-16T01:48:44Z,500,173,2026-08-02T01:55:40Z,Python,506,605
mpv-player/mpv,36605,2012-10-13T08:08:44Z,4136,89,2026-08-20T19:19:38Z,C,10148,11147
1Panel-dev/1Panel,36589,2022-07-19T15:44:52Z,5367,125,2026-08-20T10:46:56Z,Go,6608,6898
xinntao/Real-ESRGAN,36530,2021-07-19T03:23:30Z,21,10,2024-08-06T13:15:18Z,Python,179,764
inkonchain/docs,36523,2024-05-07T16:49:36Z,418,0,2026-08-13T14:41:21Z,MDX,13,41
nextcloud/server,36504,2016-06-02T07:44:14Z,34206,463,2026-08-21T00:25:17Z,PHP,18828,21468
songquanpeng/one-api,36500,2023-04-22T12:39:24Z,287,55,2026-01-09T03:26:43Z,JavaScript,901,1832
glanceapp/glance,36482,2024-04-27T18:55:38Z,118,34,2026-08-20T01:02:00Z,Go,310,534
doocs/leetcode,36478,2018-09-16T14:03:03Z,4704,21,2026-08-19T13:10:20Z,Java,60,64
hankcs/HanLP,36477,2014-10-09T06:36:16Z,79,62,2025-11-15T23:08:17Z,Python,1416,1424
inkonchain/node,36476,2024-05-13T23:20:40Z,40,6,2026-08-05T18:22:59Z,Shell,14,31
open-guides/og-aws,36438,2016-07-13T17:30:16Z,498,0,2024-08-16T02:51:54Z,Shell,89,229
tinyhumansai/openhuman,36419,2026-02-18T20:01:27Z,3021,56,2026-08-20T21:12:48Z,Rust,1717,1901
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36416,2021-01-02T12:08:37Z,3,0,2025-08-01T11:54:09Z,,26,77
GorvGoyl/Clone-Wars,36401,2020-12-02T11:10:16Z,130,0,2024-08-06T12:31:36Z,,70,90
inkonchain/ink-kit,36383,2024-11-04T16:32:17Z,91,0,2025-10-20T15:44:41Z,TypeScript,3,5
formulahendry/955.WLB,36360,2019-03-27T23:53:37Z,18,0,2025-02-03T05:15:20Z,,82,262
SheetJS/sheetjs,36322,2012-12-03T19:25:52Z,106,0,2024-04-18T08:06:46Z,,2266,2385
keycloak/keycloak,36314,2013-07-02T13:38:51Z,21069,112,2026-08-20T21:14:31Z,Java,17286,19955
microsoft/playwright-mcp,36311,2025-03-21T17:48:36Z,541,69,2026-08-20T17:47:50Z,TypeScript,876,877
reworkd/AgentGPT,36305,2023-04-07T02:29:19Z,541,12,2025-04-29T01:19:32Z,TypeScript,337,469
ItzCrazyKns/Vane,36304,2024-04-09T10:51:32Z,87,34,2026-04-11T14:33:06Z,TypeScript,444,675
AdguardTeam/AdGuardHome,36263,2016-07-06T10:31:47Z,125,244,2026-08-20T08:50:18Z,TypeScript,4894,6053
Yuan1z0825/nature-skills,36248,2026-04-24T03:11:46Z,138,0,2026-08-20T07:03:35Z,Python,30,30
PDFMathTranslate/PDFMathTranslate,36245,2024-09-06T06:56:03Z,154,24,2026-08-21T00:31:23Z,Python,757,881
jax-ml/jax,36186,2018-10-25T21:25:02Z,20727,140,2026-08-21T00:06:38Z,Python,5509,7234
firecracker-microvm/firecracker,36173,2017-10-19T06:18:47Z,3702,90,2026-08-20T18:28:03Z,Rust,1459,1510
pnpm/pnpm,36150,2016-01-28T07:40:43Z,4760,1000,2026-08-21T00:34:06Z,Rust,3851,6175
hashicorp/vault,36148,2015-02-25T00:15:59Z,21334,182,2026-08-20T23:05:30Z,Go,5430,6587
carbon-app/carbon,36090,2017-06-16T02:50:28Z,669,215,2026-02-10T05:07:19Z,JavaScript,629,696
geekxh/hello-algorithm,36090,2020-05-29T05:47:09Z,26,0,2023-06-13T04:13:17Z,Java,33,44
Crosstalk-Solutions/project-nomad,36056,2025-06-24T15:35:01Z,409,76,2026-08-19T15:39:49Z,TypeScript,494,538
lerna/lerna,36050,2015-12-04T09:36:55Z,1080,253,2026-08-19T13:42:19Z,TypeScript,2418,2702
slatedocs/slate,36039,2013-09-13T22:15:24Z,298,28,2026-02-01T05:54:12Z,,559,609
chatwoot/chatwoot,36024,2019-08-14T06:50:51Z,6269,149,2026-08-20T13:32:09Z,Ruby,4806,5772
zsh-users/zsh-autosuggestions,35999,2013-10-26T16:09:37Z,116,0,2025-06-24T16:15:03Z,Shell,458,624
OpenBMB/VoxCPM,35933,2025-09-16T03:41:49Z,25,14,2026-08-12T14:14:37Z,Python,227,321
medusajs/medusa,35926,2020-01-18T13:39:04Z,9320,163,2026-08-20T21:26:23Z,TypeScript,3859,3917
filebrowser/filebrowser,35914,2015-09-11T21:21:58Z,847,157,2026-07-31T10:06:58Z,Go,2975,2975
wailsapp/wails,35899,2018-12-15T23:14:06Z,2124,357,2026-08-21T00:33:41Z,Go,2365,2526
solidjs/solid,35884,2018-04-24T16:36:27Z,457,37,2026-08-20T22:47:27Z,TypeScript,1361,1381
searxng/searxng,35819,2021-04-12T15:18:15Z,3146,0,2026-08-20T16:09:27Z,Python,1466,1644
XingangPan/DragGAN,35763,2023-05-18T10:08:02Z,18,0,2024-05-18T17:51:40Z,Python,46,192
junegunn/vim-plug,35751,2013-09-10T14:58:51Z,181,8,2026-05-22T13:40:34Z,Vim Script,972,1045
alan2207/bulletproof-react,35731,2021-05-30T14:47:16Z,75,0,2026-05-14T13:53:04Z,TypeScript,81,118
permissionlesstech/bitchat,35706,2025-07-04T14:34:38Z,508,20,2026-08-16T06:06:55Z,Swift,365,404
airbnb/lottie-android,35704,2016-10-06T22:42:42Z,720,63,2026-02-15T22:03:57Z,Java,1755,1814
jondot/awesome-react-native,35691,2015-03-26T19:58:06Z,912,0,2024-07-05T13:12:41Z,JavaScript,38,77
koajs/koa,35688,2013-07-20T18:53:45Z,554,18,2026-08-11T12:48:44Z,JavaScript,915,933
opentofu/manifesto,35674,2023-08-13T16:17:24Z,765,0,2025-03-18T18:26:51Z,HTML,14,26
restic/restic,35628,2014-04-27T14:07:58Z,2442,51,2026-08-01T20:25:16Z,Go,2546,3011
gchq/CyberChef,35623,2016-11-28T10:34:07Z,797,458,2026-08-20T10:50:23Z,JavaScript,822,1249
microsoft/graphrag,35598,2024-03-27T17:57:52Z,755,41,2026-08-19T15:22:39Z,Python,832,837
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35585,2015-03-28T16:52:40Z,98,0,2025-01-01T19:14:38Z,JavaScript,20,30
continuedev/continue,35563,2023-05-24T03:39:39Z,4078,827,2026-08-20T10:27:05Z,TypeScript,6179,6665
refinedev/refine,35547,2021-01-20T12:01:32Z,4697,1000,2026-06-05T15:19:38Z,TypeScript,1734,1743
drizzle-team/drizzle-orm,35535,2021-06-24T09:03:05Z,713,182,2026-08-19T09:27:02Z,TypeScript,2346,3723
jqlang/jq,35478,2012-07-18T19:57:25Z,709,16,2026-08-12T19:02:39Z,C,1990,2350
alvarotrigo/fullPage.js,35409,2013-09-20T11:58:29Z,327,109,2026-03-17T16:13:31Z,JavaScript,4045,4155
tailscale/tailscale,35400,2020-01-31T22:00:03Z,8717,160,2026-08-20T22:46:12Z,Go,6598,10592
casey/just,35394,2016-06-17T06:08:08Z,1795,146,2026-08-20T23:01:29Z,Rust,1298,1468
kuchin/awesome-cto,35353,2016-12-16T19:22:18Z,18,0,2026-03-02T12:50:21Z,,15,15
nativefier/nativefier,35288,2015-07-05T05:56:42Z,261,99,2023-09-29T13:45:16Z,TypeScript,982,1237
typicode/husky,35277,2014-06-23T12:14:21Z,263,80,2026-03-19T23:03:16Z,JavaScript,1032,1114
VectifyAI/PageIndex,35271,2025-04-01T10:53:54Z,95,8,2026-08-20T20:39:58Z,Python,53,121
geekcomputers/Python,35265,2011-11-30T09:04:08Z,2034,0,2026-08-17T11:05:26Z,Python,162,542
blakeblackshear/frigate,35254,2019-01-26T13:52:38Z,4168,81,2026-08-19T13:17:54Z,TypeScript,5956,6032
hehonghui/awesome-english-ebooks,35243,2022-06-28T02:45:44Z,0,0,2026-08-20T21:21:57Z,CSS,0,0
sahat/hackathon-starter,35243,2013-11-13T17:24:12Z,609,18,2026-08-20T13:29:25Z,JavaScript,727,728
fxsjy/jieba,35122,2012-09-29T07:52:01Z,96,9,2024-08-21T09:23:45Z,Python,231,877
geekan/HowToLiveLonger,35099,2022-04-16T04:15:18Z,14,0,2025-05-19T14:10:41Z,,103,142
DayuanJiang/next-ai-draw-io,35099,2025-03-23T15:03:48Z,443,18,2026-08-20T22:10:35Z,TypeScript,189,332
utmapp/UTM,35068,2019-04-12T16:09:24Z,292,130,2026-08-05T07:54:18Z,Swift,2630,3706
unknwon/the-way-to-go_ZH_CN,35036,2013-03-24T17:18:38Z,592,0,2024-08-14T07:04:25Z,Go,0,0
netty/netty,35036,2010-11-09T09:22:21Z,5765,13,2026-08-20T17:36:04Z,Java,6365,6950
bumptech/glide,35025,2013-07-08T22:52:33Z,640,59,2026-08-20T17:51:21Z,Java,3941,4534
sorrycc/awesome-javascript,35018,2014-07-01T15:59:02Z,414,0,2026-08-19T17:00:42Z,,107,112
zellij-org/zellij,35017,2020-09-01T14:04:28Z,1526,70,2026-08-20T09:12:36Z,Rust,1309,2836
esengine/DeepSeek-Reasonix,34952,2026-04-21T08:27:02Z,3393,194,2026-08-21T00:30:56Z,Go,3056,4151
awesome-foss/awesome-sysadmin,34941,2014-12-23T08:41:22Z,369,0,2026-08-19T09:58:40Z,,108,108
gitroomhq/postiz-app,34924,2023-07-08T17:24:22Z,299,199,2026-08-20T10:48:53Z,TypeScript,635,791
laravel/framework,34876,2013-01-10T21:27:28Z,18505,966,2026-08-20T14:20:57Z,PHP,19255,19315
facebookresearch/detectron2,34677,2019-09-05T21:30:20Z,0,10,2026-08-19T05:38:53Z,Python,3102,3574
qishibo/AnotherRedisDesktopManager,34654,2019-01-08T06:01:56Z,161,55,2026-08-20T12:35:19Z,JavaScript,975,1118
TheAlgorithms/C-Plus-Plus,34589,2016-07-16T10:19:45Z,705,0,2025-10-11T14:51:22Z,C++,334,344
BVLC/caffe,34560,2013-09-12T18:39:48Z,1087,14,2024-07-31T23:10:28Z,C++,3939,5229
lissy93/web-check,34557,2023-06-25T14:32:11Z,74,3,2026-08-11T09:01:27Z,TypeScript,145,149
ocrmypdf/OCRmyPDF,34519,2013-12-20T08:26:28Z,202,62,2026-08-18T23:58:51Z,Python,1268,1360
kovidgoyal/kitty,34512,2016-10-16T14:48:28Z,1493,143,2026-08-20T21:28:14Z,Python,6984,6994
v2fly/v2ray-core,34499,2019-04-15T10:05:54Z,1037,130,2026-08-20T22:53:17Z,Go,1088,1113
nothings/stb,34453,2014-05-25T16:51:23Z,294,0,2026-08-02T06:42:09Z,C,738,987
anthropics/financial-services,34435,2026-02-23T19:24:50Z,40,0,2026-08-04T14:41:29Z,Python,9,88
raysan5/raylib,34408,2013-10-24T15:46:04Z,2661,25,2026-08-20T14:25:23Z,C,2218,2228
derailed/k9s,34398,2019-01-25T18:46:02Z,1069,258,2026-08-20T20:53:12Z,Go,2329,2376
SeleniumHQ/selenium,34382,2013-01-14T21:40:56Z,4161,120,2026-08-21T00:26:47Z,Java,11132,11230
CMU-Perceptual-Computing-Lab/openpose,34375,2017-04-24T14:06:31Z,174,15,2024-08-03T01:59:11Z,C++,1667,2007
huggingface/diffusers,34347,2022-05-30T16:04:02Z,6035,93,2026-08-21T00:10:57Z,Python,4726,5531
xitu/gold-miner,34328,2015-11-04T03:29:13Z,3563,0,2024-04-17T09:44:37Z,,5590,5604
jaredpalmer/formik,34325,2017-06-14T19:50:59Z,836,200,2025-11-10T17:02:06Z,TypeScript,1567,2270
nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46Z,218,0,2024-08-15T20:32:32Z,,6379,6379
python-poetry/poetry,34288,2018-02-28T15:23:47Z,2542,151,2026-08-17T22:01:20Z,Python,5871,6359
agentscope-ai/QwenPaw,34223,2026-02-24T03:42:56Z,2239,108,2026-08-20T10:42:56Z,Python,2961,3556
TheAlgorithms/JavaScript,34222,2017-07-13T06:12:33Z,798,0,2026-03-07T14:45:13Z,JavaScript,203,224
balena-io/etcher,34198,2015-10-27T16:53:23Z,1733,291,2026-06-02T09:25:23Z,TypeScript,1862,2502
backstage/backstage,34196,2020-01-24T22:39:49Z,21594,542,2026-08-20T17:30:06Z,TypeScript,7552,7736
openai/CLIP,34195,2020-12-16T11:24:42Z,30,0,2026-03-25T18:46:40Z,Jupyter Notebook,193,445
swc-project/swc,34179,2017-12-22T11:40:14Z,6168,818,2026-08-20T15:56:45Z,Rust,3879,4236
seaweedfs/seaweedfs,34179,2014-07-14T16:41:37Z,5312,316,2026-08-20T19:38:44Z,Go,3339,4025
ehang-io/nps,34172,2018-11-04T13:22:51Z,74,59,2024-05-30T03:51:08Z,Go,699,1204
lightpanda-io/browser,34162,2023-02-07T15:19:34Z,2479,20,2026-08-20T23:40:10Z,Zig,427,503
aristocratos/btop,34125,2021-05-06T18:40:21Z,454,55,2026-08-08T19:49:45Z,C++,525,983
zenorocha/clipboard.js,34121,2015-09-18T23:04:55Z,117,42,2026-02-12T18:51:57Z,JavaScript,618,629
qdrant/qdrant,34099,2020-05-30T21:37:01Z,6665,116,2026-08-20T23:44:32Z,Rust,1471,1964
testerSunshine/12306,34092,2017-05-17T12:23:40Z,31,1,2023-04-02T03:19:43Z,Python,466,690
xkcoding/spring-boot-demo,34083,2017-11-10T06:27:29Z,15,0,2024-07-24T02:02:52Z,Java,74,175
OpenBMB/ChatDev,34079,2023-08-28T02:18:13Z,161,12,2026-07-24T08:01:27Z,Python,287,333
lllyasviel/ControlNet,34075,2023-02-01T02:43:30Z,5,0,2024-02-25T09:49:39Z,Python,138,576
zxing/zxing,34071,2011-10-12T14:07:27Z,387,32,2026-08-17T06:52:29Z,Java,1352,1352
fish-shell/fish-shell,34045,2012-05-10T03:00:55Z,2212,67,2026-08-20T01:18:54Z,Rust,7668,8183
K-Dense-AI/scientific-agent-skills,34008,2025-10-19T20:54:15Z,77,101,2026-08-19T22:41:49Z,Python,75,78
chenfei-wu/TaskMatrix,34008,2023-03-02T09:04:28Z,21,0,2024-01-06T02:41:20Z,Python,136,364
MonitorControl/MonitorControl,34004,2017-09-16T21:13:40Z,223,26,2026-08-11T12:43:28Z,Swift,1014,1027
atlassian/react-beautiful-dnd,33948,2017-08-09T03:37:15Z,531,68,2025-08-18T04:35:31Z,JavaScript,1047,1618
NginxProxyManager/nginx-proxy-manager,33917,2017-12-20T23:01:16Z,740,88,2026-08-12T03:02:03Z,TypeScript,2569,3319
pcottle/learnGitBranching,33909,2012-08-13T22:36:09Z,693,0,2026-08-20T15:17:10Z,JavaScript,494,550
lib-pku/libpku,33876,2018-11-22T13:33:06Z,22,0,2022-01-05T04:09:27Z,TeX,32,43
carbon-language/carbon-lang,33864,2020-04-27T21:45:16Z,5675,766,2026-08-20T16:07:10Z,C++,660,868
explosion/spaCy,33836,2014-07-03T15:15:40Z,3603,137,2026-08-07T11:44:36Z,Python,5594,5770
TabbyML/tabby,33831,2023-03-16T09:18:01Z,3002,249,2026-06-30T20:38:02Z,Rust,756,1013
halfrost/LeetCode-Go,33794,2017-07-18T00:06:14Z,182,5,2026-08-20T22:13:14Z,Go,82,82
k3s-io/k3s,33771,2018-05-31T01:37:46Z,4866,1000,2026-08-20T23:14:07Z,Go,7638,7690
SerenityOS/serenity,33765,2018-12-02T19:28:41Z,20158,0,2026-08-20T18:51:12Z,C++,3589,4315
anthropics/claude-plugins-official,33751,2025-11-20T18:36:20Z,3260,0,2026-08-20T21:40:38Z,Python,173,1082
mli/paper-reading,33712,2021-10-22T06:34:51Z,15,0,2025-03-22T03:49:35Z,,0,0
Pythagora-io/gpt-pilot,33688,2023-08-16T11:56:07Z,397,0,2026-06-18T18:38:25Z,Python,316,558
valinet/ExplorerPatcher,33672,2021-08-09T14:17:24Z,24,300,2026-07-06T12:44:31Z,C,2450,2805
alibaba/easyexcel,33670,2018-02-06T03:14:08Z,190,14,2024-10-29T06:07:07Z,Java,3128,3617
anoma/anoma,33654,2021-02-02T10:00:16Z,898,12,2026-06-15T14:56:43Z,Elixir,630,720
binwiederhier/ntfy,33647,2021-10-23T19:25:32Z,422,108,2026-08-20T14:18:56Z,Go,950,1274
Blankj/AndroidUtilCode,33635,2016-07-30T18:18:32Z,88,117,2024-08-15T10:38:10Z,Java,1285,1597
bayandin/awesome-awesomeness,33613,2014-07-08T05:44:19Z,197,0,2024-06-02T22:46:41Z,Ruby,52,71
apache/kafka,33578,2011-08-15T18:06:16Z,13874,0,2026-08-21T00:34:29Z,Java,0,0
shadowsocks/shadowsocks,33561,2012-04-20T13:10:49Z,70,2,2024-04-01T09:07:32Z,Python,0,0
langfuse/langfuse,33479,2023-05-18T17:47:09Z,7629,658,2026-08-20T22:03:34Z,TypeScript,2576,2875
tinygrad/tinygrad,33474,2020-10-18T16:23:12Z,12378,15,2026-08-20T23:45:54Z,Python,1069,1183
microsoft/WSL,33461,2016-04-06T17:32:56Z,1438,108,2026-08-20T23:23:12Z,C++,11531,12442
XX-net/XX-Net,33451,2015-01-15T09:35:51Z,364,390,2026-06-21T23:53:56Z,Python,5445,13368
MetaCubeX/mihomo,33395,2021-05-20T11:06:33Z,323,62,2026-08-20T12:40:02Z,Python,1537,1987
AFNetworking/AFNetworking,33392,2011-05-31T21:28:44Z,710,40,2023-01-17T19:30:05Z,Objective-C,0,0
nicolargo/glances,33389,2011-12-04T08:49:15Z,829,61,2026-08-18T11:20:49Z,Python,2124,2220
lutzroeder/netron,33371,2010-12-26T12:53:43Z,1,9,2026-08-18T12:11:10Z,JavaScript,1257,1272
mckaywrigley/chatbot-ui,33341,2023-03-11T14:53:14Z,281,0,2024-08-03T00:38:07Z,TypeScript,819,1011
google/comprehensive-rust,33320,2022-12-21T15:17:24Z,2512,0,2026-08-05T08:02:33Z,Rust,256,373
remix-run/remix,33312,2020-10-26T19:57:28Z,4043,639,2026-08-20T23:03:56Z,TypeScript,2747,2776
motiondivision/motion,33297,2018-11-16T09:48:38Z,1285,0,2026-08-20T09:50:40Z,TypeScript,1840,1943
alibaba/nacos,33287,2018-06-15T06:49:27Z,3897,98,2026-08-20T13:04:48Z,Java,9620,9786
AlexsJones/llmfit,33279,2026-02-15T16:11:31Z,462,128,2026-08-20T13:43:00Z,Rust,190,239
dgtlmoon/changedetection.io,33273,2021-01-27T16:03:30Z,1178,216,2026-08-21T00:24:55Z,Python,1432,1745
zeromicro/go-zero,33265,2020-08-07T15:37:57Z,2511,154,2026-08-20T19:53:46Z,Go,1888,1995
waydabber/BetterDisplay,33258,2021-10-24T08:32:56Z,2,133,2026-08-18T21:57:21Z,,3070,3289
linshenkx/prompt-optimizer,33215,2025-02-12T06:06:49Z,60,47,2026-08-13T14:23:12Z,TypeScript,217,224
certbot/certbot,33206,2014-11-12T02:52:20Z,4131,72,2026-08-18T20:29:04Z,Python,5450,5572
bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,35,0,2024-08-13T00:53:33Z,C,2545,5382
vbenjs/vue-vben-admin,33178,2020-07-11T02:29:21Z,1919,63,2026-08-19T19:47:38Z,Vue,4068,4137
qier222/YesPlayMusic,33175,2020-10-09T10:04:21Z,297,32,2026-06-14T12:57:40Z,Vue,1203,1849
Leey21/awesome-ai-research-writing,33164,2026-01-30T07:59:30Z,0,0,2026-08-19T02:47:43Z,,21,26
